id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code
4650,03N,small_airport,Utirik Airport,11.222,169.852005,4,OC,MH,MH-UTI,Utirik Island,yes,K03N,UTK,03N
301649,AGAF,small_airport,Afutara Aerodrome,-9.191388889,160.9486111,23,OC,SB,SB-ML,Bila,yes,AGAF,AFT,
35172,AGAT,small_airport,Uru Harbour Airport,-8.87333,161.011002,,OC,SB,SB-ML,Atoifi,yes,AGAT,ATD,
30634,AGGA,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5,OC,SB,SB-ML,Auki,yes,AGGA,AKS,
302047,AGGB,small_airport,Bellona/Anua Airport,-11.30222222,159.7983333,60,OC,SB,SB-RB,Anua,yes,AGGB,BNY,
302291,AGGC,small_airport,Choiseul Bay Airport,-6.711944,156.396111,,OC,SB,SB-CH,,yes,AGGC,CHY,
30678,AGGE,small_airport,Ballalae Airport,-6.990745,155.886656,5,OC,SB,SB-WE,Ballalae,yes,AGGE,BAS,
35167,AGGF,small_airport,Fera/Maringe Airport,-8.1075,159.576996,,OC,SB,SB-IS,Fera Island,yes,AGGF,FRE,
3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,28,OC,SB,SB-GU,Honiara,yes,AGGH,HIR,
31885,AGGI,small_airport,Babanakira Airport,-9.74750042,159.8390045,,OC,SB,SB-GU,Mbambanakira,yes,AGGI,MBU,
31686,AGGK,small_airport,Ngorangora Airport,-10.44970036,161.897995,54,OC,SB,SB-MK,Kirakira,yes,AGGK,IRA,
32275,AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.72029972,165.7949982,18,OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,yes,AGGL,SCZ,
4,AGGM,medium_airport,Munda Airport,-8.32797,157.263,10,OC,SB,SB-WE,Munda,yes,AGGM,MUA,
31563,AGGN,small_airport,Nusatupe Airport,-8.097780228,156.8639984,13,OC,SB,SB-WE,Gizo,yes,AGGN,GZO,
31932,AGGO,small_airport,Mono Airport,-7.416940212,155.5650024,,OC,SB,SB-WE,Stirling Island,yes,AGGO,MNY,
35171,AGGR,small_airport,Rennell/Tingoa Airport,-11.53390026,160.0630035,,OC,SB,SB-RB,Rennell Island,yes,AGGR,RNL,
308425,AGGT,small_airport,Santa Ana Airport,-10.847994,162.454108,3,OC,SB,SB-MK,Santa Ana Island,yes,AGGT,NNB,
32238,AGGU,small_airport,Marau Airport,-9.86166954,160.8249969,,OC,SB,SB-GU,Marau,yes,AGGU,RUS,
32564,AGGV,small_airport,Suavanao Airport,-7.585559845,158.7310028,,OC,SB,SB-IS,Suavanao,yes,AGGV,VAO,
302292,AGGY,small_airport,Yandina Airport,-9.092816,159.21841,60,OC,SB,SB-CE,Yandina,yes,AGGY,XYA,
35169,AGKG,small_airport,Kaghau Airport,-7.3305,157.585,30,OC,SB,SB-CH,Kagau Island,yes,AGKG,KGE,
508090,AGOB,small_airport,Manaoba Airport,-8.325008,160.80051,14,OC,SB,SB-ML,Manaoba,yes,AGOB,MHM,
35168,AGOK,small_airport,Gatokae Aerodrome,-8.738358,158.202836,70,OC,SB,SB-WE,Gatokae,yes,AGOK,GTA,
35170,AGRM,small_airport,Ramata Airport,-8.168060303,157.6430054,,OC,SB,SB-WE,Ramata,yes,AGRM,RBV,
299328,AIP,small_airport,Ailinglaplap Airok Airport,7.279422,168.8257,16,OC,MH,MH-ALL,Bigatyelang Island,yes,,AIC,
45229,AMC,small_airport,Mar de CortÃ©s International Airport,31.351987,-113.305177,71,NA,MX,MX-SON,Puerto PeÃ±asco,yes,MMPE,PPE,83550
8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,22,OC,NR,NR-14,Yaren District,yes,ANYN,INU,
301672,ATP,small_airport,Aitape Airport,-3.143611111,142.3468056,10,OC,PG,PG-SAN,Aitape,yes,AYAI,ATP,APE
354527,AU-0456,small_airport,Gruyere Airport,-28.034548,123.81506,1542,OC,AU,AU-WA,Cosmo Newbery,yes,YGRM,GYZ,
354528,AU-0457,small_airport,Karara Airport,-29.217223,116.687154,1011,OC,AU,AU-WA,Karara,yes,YKAR,KQR,
314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560,AS,CN,CN-15,Bayanhot,yes,ZBAL,AXF,
53,AYBK,medium_airport,Buka Airport,-5.422319889,154.6730042,11,OC,PG,PG-NSB,Buka Island,yes,AYBK,BUA,
54,AYCH,medium_airport,Chimbu Airport,-6.024290085,144.970993,4974,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,
55,AYDU,medium_airport,Daru Airport,-9.08676,143.207993,20,OC,PG,PG-WPD,Daru,yes,AYDU,DAU,
56,AYGA,medium_airport,Goroka Airport,-6.081689835,145.3919983,5282,OC,PG,PG-EHG,Goronka,yes,AYGA,GKA,
57,AYGN,medium_airport,Gurney Airport,-10.3114996,150.3339996,88,OC,PG,PG-MBA,Gurney,yes,AYGN,GUR,
58,AYGR,medium_airport,Girua Airport,-8.80453968,148.3090057,311,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,
59,AYHK,medium_airport,Hoskins Airport,-5.463846,150.407327,66,OC,PG,PG-WBK,Kimbe,yes,AYHK,HKN,
302264,AYIQ,small_airport,Aropa Airport,-6.305417,155.728139,20,OC,PG,PG-NSB,Kieta,yes,AYIQ,KIE,KIA
35188,AYKA,small_airport,Losuia Airport,-8.505820274,151.0809937,27,OC,PG,PG-MBA,Losuia,yes,AYKA,LSA,
35185,AYKI,small_airport,Kiunga Airport,-6.125710011,141.2819977,88,OC,PG,PG-WPD,Kiunga,yes,AYKI,UNG,
35184,AYKK,small_airport,Kikori Airport,-7.424379826,144.2500763,50,OC,PG,PG-GPK,Kikori,yes,AYKK,KRI,
60,AYKM,medium_airport,Kerema Airport,-7.963610172,145.7709961,10,OC,PG,PG-GPK,Kerema,yes,AYKM,KMA,
61,AYKV,medium_airport,Kavieng Airport,-2.579400063,150.8079987,7,OC,PG,PG-NIK,Kavieng,yes,AYKV,KVG,
31837,AYKY,small_airport,Londolovit Airport,-3.043610096,152.6289978,167,OC,PG,PG-NIK,Londolovit,yes,AYKY,LNV,
62,AYMD,medium_airport,Madang Airport,-5.207079887,145.7890015,20,OC,PG,PG-MPM,Madang,yes,AYMD,MAG,
63,AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.828212,144.299412,5388,OC,PG,PG-WHM,Mount Hagen,yes,AYMH,HGU,
64,AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,5680,OC,PG,PG-SHM,Mendi,yes,AYMN,MDU,
65,AYMO,medium_airport,Momote Airport,-2.06189,147.423996,12,OC,PG,PG-MRL,Manus Island,yes,AYMO,MAS,
31981,AYMR,small_airport,Moro Airport,-6.363329887,143.2380066,2740,OC,PG,PG-SHM,Moro,yes,AYMR,MXH,
31911,AYMS,small_airport,Misima Island Airport,-10.6892004,152.8379974,26,OC,PG,PG-MBA,Misima Island,yes,AYMS,MIS,
66,AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,239,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.443380356,147.2200012,146,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,
32451,AYTA,small_airport,Tari Airport,-5.84499979,142.947998,5500,OC,PG,PG-HE,Tari,yes,AYTA,TIZ,
32425,AYTB,small_airport,Tabubil Airport,-5.27861,141.225998,1570,OC,PG,PG-WPD,Tabubil,yes,AYTB,TBG,
307594,AYTI,small_airport,Tapini Airport,-8.356666667,146.9891667,3100,OC,PG,PG-CPM,Tapini,yes,AYTI,TPI,TAP
68,AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,49,OC,PG,PG-EBR,Kokopo,yes,AYTK,RAB,
69,AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,10,OC,PG,PG-SAN,Vanimo,yes,AYVN,VAI,
70,AYWD,medium_airport,Wapenamanda Airport,-5.635293,143.892231,5889,OC,PG,PG-EPW,Wapenamanda,yes,AYWD,WBM,
71,AYWK,medium_airport,Wewak International Airport,-3.583830118,143.6690063,19,OC,PG,PG-ESW,Wewak,yes,AYWK,WWK,
307247,AYWT,small_airport,Woitape Airport,-8.545833333,147.2525,5200,OC,PG,PG-CPM,Fatima Mission,yes,AYWT,WTP,WTP
312469,AYYR,small_airport,Yasuru Airport,-6.6015,146.1813,1520,OC,PG,PG-MPL,Yasuru,yes,AYYR,KSX,YAS
27301,BCW,medium_airport,Benguera Island Airport,-21.85330009,35.43830109,,AF,MZ,MZ-I,Benguera Island,yes,,BCW,
31697,BGAA,medium_airport,Aasiaat Airport,68.721802,-52.784698,74,NA,GL,GL-QK,Aasiaat,yes,BGAA,JEG,
113,BGBW,medium_airport,Narsarsuaq Airport,61.1605,-45.425999,112,NA,GL,GL-KU,Narsarsuaq,yes,BGBW,UAK,
30839,BGCO,small_airport,Neerlerit Inaat Airport,70.743103,-22.650499,45,NA,GL,GL-SE,Neerlerit Inaat,yes,BGCO,CNP,
114,BGGH,medium_airport,Nuuk Airport,64.193022,-51.676512,283,NA,GL,GL-SE,Nuuk,yes,BGGH,GOH,
31694,BGJN,small_airport,Ilulissat Airport,69.243202,-51.057098,95,NA,GL,GL-AV,Ilulissat,yes,BGJN,JAV,
31786,BGKK,medium_airport,Kulusuk Airport,65.573601,-37.1236,117,NA,GL,GL-SE,Kulusuk,yes,BGKK,KUS,
31711,BGMQ,small_airport,Maniitsoq Airport,65.412498,-52.9394,91,NA,GL,GL-QA,Maniitsoq,yes,BGMQ,JSU,
44065,BGPT,small_airport,Paamiut Airport,62.014736,-49.670937,120,NA,GL,GL-SE,Paamiut,yes,BGPT,JFR,
32004,BGQQ,small_airport,Qaanaaq Airport,77.488602,-69.388702,51,NA,GL,GL-AV,Qaanaaq,yes,BGQQ,NAQ,
115,BGSF,medium_airport,Kangerlussuaq Airport,67.010446,-50.715294,165,NA,GL,GL-QA,Kangerlussuaq,yes,BGSF,SFJ,
31700,BGSS,medium_airport,Sisimiut Airport,66.951302,-53.729301,33,NA,GL,GL-QA,Sisimiut,yes,BGSS,JHS,
116,BGTL,medium_airport,Thule Air Base,76.531197,-68.703201,251,NA,GL,GL-AV,Pituffik,yes,BGTL,THU,
31713,BGUK,small_airport,Upernavik Airport,72.790199,-56.1306,414,NA,GL,GL-AV,Upernavik,yes,BGUK,JUV,
31709,BGUQ,small_airport,Qaarsut Airport,70.7342,-52.696201,289,NA,GL,GL-AV,Uummannaq,yes,BGUQ,JQA,
117,BIAR,medium_airport,Akureyri Airport,65.66000366,-18.0727005,6,EU,IS,IS-6,Akureyri,yes,BIAR,AEY,
119,BIEG,medium_airport,EgilsstaÃ°ir Airport,65.28330231,-14.40139961,76,EU,IS,IS-7,EgilsstaÃ°ir,yes,BIEG,EGS,
31549,BIGR,small_airport,GrÃ­msey Airport,66.5458,-18.0173,66,EU,IS,IS-6,GrÃ­msey,yes,BIGR,GRY,
120,BIHN,medium_airport,HornafjÃ¶rÃ°ur Airport,64.295601,-15.2272,24,EU,IS,IS-8,HÃ¶fn,yes,BIHN,HFN,
121,BIHU,medium_airport,HÃºsavÃ­k Airport,65.952301,-17.426001,48,EU,IS,IS-6,HÃºsavÃ­k,yes,BIHU,HZK,
122,BIIS,medium_airport,ÃsafjÃ¶rÃ°ur Airport,66.05809784,-23.13529968,8,EU,IS,IS-4,ÃsafjÃ¶rÃ°ur,yes,BIIS,IFJ,
123,BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,171,EU,IS,IS-2,ReykjavÃ­k,yes,BIKF,KEF,
125,BIRK,medium_airport,Reykjavik Airport,64.12999725,-21.94059944,48,EU,IS,IS-1,Reykjavik,yes,BIRK,RKV,
127,BITN,small_airport,ÃžÃ³rshÃ¶fn Airport,66.218498,-15.3356,65,EU,IS,IS-6,ÃžÃ³rshÃ¶fn,yes,BITN,THO,
32593,BIVO,small_airport,VopnafjÃ¶rÃ°ur Airport,65.72059631,-14.85060024,16,EU,IS,IS-7,VopnafjÃ¶rÃ°ur,yes,BIVO,VPN,
4614,BKPR,medium_airport,PriÅ¡tina Adem Jashari International Airport,42.5728,21.035801,1789,EU,XK,XK-01,Prishtina,yes,BKPR,PRN,
28482,BMQ,small_airport,Bamburi Airport,-3.983363,39.730982,52,AF,KE,KE-300,Bamburi,yes,HKBM,BMQ,
41591,BO-0001,small_airport,Rurrenabaque Airport,-14.4279,-67.496803,676,SA,BO,BO-B,Rurrenabaque,yes,SLRQ,RBQ,
301979,BOT,small_airport,Bosset Airport,-7.237257,141.1063222,80,OC,PG,PG-WPD,Bosset,yes,AYET,BOT,BST
333222,BR-0569,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,2940,SA,BR,BR-BA,VitÃ³ria da Conquista,yes,SBVC,VDC,BA0005
44573,BZ-BCV,small_airport,Hector Silva Airstrip,17.269603,-88.776496,150,NA,BZ,BZ-CY,Belmopan,yes,MZBP,BCV,
42216,BZ-BGK,medium_airport,Big Creek Airport,16.519369,-88.407913,22,NA,BZ,BZ-SC,Big Creek,yes,MZBG,BGK,
30861,BZ-CUK,medium_airport,Caye Caulker Airport,17.735015,-88.032862,2,NA,BZ,BZ-BZ,Caye Caulker,yes,MZCK,CUK,
30867,BZ-CYC,medium_airport,Caye Chapel Airport,17.683792,-88.044985,3,NA,BZ,BZ-BZ,Caye Chapel,yes,MZCP,CYC,
42209,BZ-CZH,medium_airport,Corozal Municipal Airport,18.3822,-88.411903,40,NA,BZ,BZ-CZL,Corozal,yes,MZCZ,CZH,
42207,BZ-DGA,medium_airport,Dangriga Airport,16.98251,-88.230988,508,NA,BZ,BZ-SC,Dangriga,yes,MZPB,DGA,
42217,BZ-PLJ,medium_airport,Placencia Airport,16.536957,-88.361511,3,NA,BZ,BZ-SC,Placencia,yes,MZPL,PLJ,PLJ
35305,BZ-PND,medium_airport,Punta Gorda Airport,16.1024,-88.808296,7,NA,BZ,BZ-TOL,Punta Gorda,yes,MZPG,PND,PND
42210,BZ-SJX,medium_airport,Sartaneja Airport,18.3561,-88.130798,3,NA,BZ,BZ-CZL,Sartaneja,yes,MZSJ,SJX,
32370,BZ-SPR,medium_airport,John Greif II Airport,17.9139,-87.9711,4,NA,BZ,BZ-CY,San Pedro,yes,MZSP,SPR,
42215,BZ-TZA,medium_airport,Sir Barry Bowen Municipal Airport,17.517239,-88.195775,8,NA,BZ,BZ-BZ,Belize City,yes,MZBE,TZA,
614,CAD4,small_airport,Trail Airport,49.055599,-117.609001,1427,NA,CA,CA-BC,Trail,yes,CAD4,YZZ,CAD4
624,CAJ4,medium_airport,Anahim Lake Airport,52.451501,-125.303776,3635,NA,CA,CA-BC,Anahim Lake,yes,CAJ4,YAA,CAJ4
657,CAZ5,medium_airport,Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314,2034,NA,CA,CA-BC,Cache Creek,yes,CAZ5,YZA,CAZ5
664,CBBC,medium_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,141,NA,CA,CA-BC,Bella Bella,yes,CBBC,ZEL,CBBC
717,CBS8,small_airport,Alberni Valley Regional Airport,49.321899,-124.931,250,NA,CA,CA-BC,Port Alberni,yes,CBS8,YPB,CBS8
743,CCA6,small_airport,Williams Harbour Airport,52.567377,-55.784883,70,NA,CA,CA-NL,Williams Harbour,yes,CCA6,YWM,CCA6
750,CCD4,small_airport,Postville Airport,54.9105,-59.78507,193,NA,CA,CA-NL,Postville,yes,CCD4,YSO,CCD4
764,CCK4,small_airport,St. Lewis (Fox Harbour) Airport,52.37279892,-55.6739006,74,NA,CA,CA-NL,St. Lewis,yes,CCK4,YFX,CCK4
771,CCP4,small_airport,Port Hope Simpson Airport,52.52809906,-56.28609848,347,NA,CA,CA-NL,Port Hope Simpson,yes,CCP4,YHA,CCP4
793,CCZ2,small_airport,Rigolet Airport,54.17969894,-58.45750046,180,NA,CA,CA-NL,Rigolet,yes,CCZ2,YRG,CCZ2
874,CEM3,small_airport,WhatÃ¬ Airport,63.13169861,-117.2460022,882,NA,CA,CA-NT,WhatÃ¬,yes,CEM3,YLE,CEM3
954,CFJ2,small_airport,WekweÃ¨tÃ¬ Airport,64.190804,-114.077002,1208,NA,CA,CA-NT,WekweÃ¨tÃ¬,yes,CYWE,YFJ,CFJ7
1139,CJV7,small_airport,Summer Beaver Airport,52.70859909,-88.54190063,832,NA,CA,CA-ON,Summer Beaver,yes,CJV7,SUR,CJV7
1162,CKB6,small_airport,Wapekeka Airport,53.8492012,-89.57939911,712,NA,CA,CA-ON,Angling Lake,yes,CKB6,YAX,CKB6
1200,CKL3,small_airport,Wunnumin Lake Airport,52.89390182,-89.28919983,819,NA,CA,CA-ON,Wunnumin Lake,yes,CKL3,WNN,CKL3
1218,CKQ3,small_airport,North Spirit Lake Airport,52.49000168,-92.97109985,1082,NA,CA,CA-ON,North Spirit Lake,yes,CKQ3,YNO,CKQ3
43975,CN-0005,small_airport,Tangshan SannÃ¼he Airport,39.71780014,118.0026245,50,AS,CN,CN-13,Tangshan,yes,ZBTS,TVS,
44100,CN-0024,medium_airport,Zhangjiakou Ningyuan Airport,40.738602,114.93,2347,AS,CN,CN-13,Zhangjiakou,yes,ZBZJ,ZQZ,
44103,CN-0027,medium_airport,Baoshan Yunrui Airport,25.053301,99.168297,5453,AS,CN,CN-53,Baoshan (Longyang),yes,ZPBS,BSD,
44116,CN-0040,medium_airport,Lincang Boshang Airport,23.7381,100.025002,6230,AS,CN,CN-53,Lincang,yes,ZPLC,LNJ,
44122,CN-0046,medium_airport,Xigaze Peace Airport / Shigatse Air Base,29.3519,89.311401,3782,AS,CN,CN-54,XigazÃª (SamzhubzÃª),yes,ZURK,RKZ,
44126,CN-0050,medium_airport,Panzhihua Bao'anying Airport,26.54,101.79852,1620,AS,CN,CN-51,Panzhihua (Renhe),yes,ZUZH,PZI,
44139,CN-0061,medium_airport,Foshan Shadi Airport,23.0833,113.07,6,AS,CN,CN-44,Foshan (Nanhai),yes,ZGFS,FUO,
323881,CN-0062,small_airport,Bazhong Enyang Airport,31.73842,106.644872,1804,AS,CN,CN-51,Bazhong (Enyang),yes,ZUBZ,BZX,BZX
323907,CN-0067,medium_airport,Xinyang Minggang Airport,32.540819,114.079141,312,AS,CN,CN-41,Xinyang,yes,ZHXY,XAI,
44146,CN-0068,medium_airport,Huizhou Pingtan Airport,23.049999,114.599998,50,AS,CN,CN-44,Huizhou (Pingtan),yes,ZGHZ,HUZ,
44157,CN-0079,medium_airport,Shaoguan Danxia Airport,24.9786,113.420998,280,AS,CN,CN-44,Shaoguan,yes,ZGSG,HSC,
44159,CN-0081,medium_airport,Jinggangshan Airport,26.856899,114.737,281,AS,CN,CN-36,Ji'an,yes,ZSJA,JGS,
44160,CN-0082,medium_airport,Baise Youjiang Airport,23.7206,106.959999,490,AS,CN,CN-45,Baise (Tianyang),yes,ZGBS,AEB,
44167,CN-0089,medium_airport,Lianyungang Huaguoshan International Airport,34.41406,119.17899,,AS,CN,CN-32,Lianyungang,yes,ZSLG,LYG,
44191,CN-0113,medium_airport,Altay Xuedu Airport,47.749886,88.085808,2460,AS,CN,CN-65,Altay,yes,ZWAT,AAT,
44208,CN-0130,medium_airport,Tianshui Maijishan Airport,34.559399,105.860001,3590,AS,CN,CN-62,Tianshui (Maiji),yes,ZLTS,THQ,
44221,CN-0143,small_airport,Zhangye Ganzhou Airport,38.801899,100.675003,5280,AS,CN,CN-62,Zhangye (Ganzhou),yes,ZLZY,YZY,
44267,CN-0189,medium_airport,Dandong Langtou Airport,40.0247,124.286003,30,AS,CN,CN-21,"Zhenxing, Dandong",yes,ZYDD,DDG,
354995,CN-0353,medium_airport,Zhanjiang Wuchuan Airport,21.481667,110.590278,,AS,CN,CN-44,Zhanjiang,yes,ZGZJ,ZHA,
355952,CN-0359,small_airport,Zhaosu Tianma Airport,43.1075,81.160556,,AS,CN,CN-65,Zhaosu,yes,ZWZS,ZFL,
32048,CN-NTG,medium_airport,Nantong Xingdong International Airport,32.070801,120.975998,16,AS,CN,CN-32,Nantong,yes,ZSNT,NTG,
1299,CNE3,small_airport,Bearskin Lake Airport,53.96559906,-91.02719879,800,NA,CA,CA-ON,Bearskin Lake,yes,CNE3,XBE,CNE3
1308,CNH2,small_airport,Natuashish Airport,55.913898,-61.184399,30,NA,CA,CA-NL,Natuashish,yes,CNH2,YNP,CNH2
1324,CNM5,small_airport,Kingfisher Lake Airport,53.01250076,-89.8553009,866,NA,CA,CA-ON,Kingfisher Lake,yes,CNM5,KIF,CNM5
1343,CNT3,small_airport,Ogoki Post Airport,51.65859985,-85.90170288,594,NA,CA,CA-ON,Ogoki Post,yes,CYKP,YOG,CYKP
41597,CO-LCR,small_airport,La Chorrera Airport,-0.733333,-73.01667,709,SA,CO,CO-AMA,La Chorrera,yes,,LCR,
35319,CO-TCD,small_airport,TarapacÃ¡ Airport,-2.895802,-69.749762,253,NA,CO,CO-AMA,TarapacÃ¡,yes,SKRA,TCD,
1465,CPV7,small_airport,Poplar Hill Airport,52.1133,-94.2556,1095,NA,CA,CA-ON,Poplar Hill,yes,CYHP,YHP,CPV7
1563,CSU2,small_airport,Chisasibi Airport,53.80559921,-78.91690063,43,NA,CA,CA-QC,Chisasibi,yes,CSU2,YKU,CSU2
1590,CTB6,small_airport,TÃªte-Ã -la-Baleine Airport,50.67440033,-59.38359833,107,NA,CA,CA-QC,TÃªte-Ã -la-Baleine,yes,CTB6,ZTB,CTB6
1619,CTU5,small_airport,La TabatiÃ¨re Airport,50.8307991,-58.9756012,102,NA,CA,CA-QC,La TabatiÃ¨re,yes,CTU5,ZLT,CTU5
44646,CY-0002,medium_airport,Lefkoniko Airport / GeÃ§itkale Air Base,35.23591,33.720088,146,AS,CY,CY-03,Lefkoniko (GeÃ§itkale),yes,LCGK,GEC,
46596,CYAB,small_airport,Arctic Bay Airport,73.006101,-85.04616,72,NA,CA,CA-NU,Arctic Bay,yes,CYAB,YAB,
1652,CYAC,medium_airport,Cat Lake Airport,51.72719955,-91.82440186,1344,NA,CA,CA-ON,Cat Lake,yes,CYAC,YAC,
1654,CYAG,medium_airport,Fort Frances Municipal Airport,48.655749,-93.44349,1125,NA,CA,CA-ON,Fort Frances,yes,CYAG,YAG,
1656,CYAL,medium_airport,Alert Bay Airport,50.582199,-126.916,240,NA,CA,CA-BC,Alert Bay,yes,CYAL,YAL,
1657,CYAM,medium_airport,Sault Ste Marie Airport,46.485001,-84.509399,630,NA,CA,CA-ON,Sault Ste Marie,yes,CYAM,YAM,
1658,CYAQ,medium_airport,Kasabonika Airport,53.52470016,-88.64279938,672,NA,CA,CA-ON,Kasabonika,yes,CYAQ,XKS,
1659,CYAS,medium_airport,Kangirsuk Airport,60.02719879,-69.99919891,403,NA,CA,CA-QC,Kangirsuk,yes,CYAS,YKG,
1660,CYAT,medium_airport,Attawapiskat Airport,52.92750168,-82.43190002,31,NA,CA,CA-ON,Attawapiskat,yes,CYAT,YAT,
1665,CYAY,medium_airport,St. Anthony Airport,51.391909,-56.08321,108,NA,CA,CA-NL,St. Anthony,yes,CYAY,YAY,
1666,CYAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,80,NA,CA,CA-BC,Tofino,yes,CYAZ,YAZ,
1668,CYBB,medium_airport,Kugaaruk Airport,68.534401,-89.808098,56,NA,CA,CA-NU,Kugaaruk,yes,CYBB,YBB,
1669,CYBC,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,71,NA,CA,CA-QC,Baie-Comeau,yes,CYBC,YBC,YBC
1670,CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,117,NA,CA,CA-BC,Bella Coola,yes,CYBD,QBC,
1671,CYBE,medium_airport,Uranium City Airport,59.56140137,-108.4810028,1044,NA,CA,CA-SK,Uranium City,yes,CYBE,YBE,
1672,CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,1836,NA,CA,CA-AB,Bonnyville,yes,CYBF,YBY,
1673,CYBG,medium_airport,CFB Bagotville,48.33060074,-70.99639893,522,NA,CA,CA-QC,Bagotville,yes,CYBG,YBG,
1674,CYBK,medium_airport,Baker Lake Airport,64.29889679,-96.07779694,59,NA,CA,CA-NU,Baker Lake,yes,CYBK,YBK,
1675,CYBL,medium_airport,Campbell River Airport,49.950802,-125.271004,346,NA,CA,CA-BC,Campbell River,yes,CYBL,YBL,YBL
1677,CYBQ,medium_airport,Tadoule Lake Airport,58.7061,-98.512199,923,NA,CA,CA-MB,Tadoule Lake,yes,CYBQ,XTL,
1678,CYBR,medium_airport,Brandon Municipal Airport,49.91,-99.951897,1343,NA,CA,CA-MB,Brandon,yes,CYBR,YBR,
1679,CYBT,medium_airport,Brochet Airport,57.8894,-101.679001,1136,NA,CA,CA-MB,Brochet,yes,CYBT,YBT,
1681,CYBV,medium_airport,Berens River Airport,52.358898,-97.018303,728,NA,CA,CA-MB,Berens River,yes,CYBV,YBV,
1683,CYBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,121,NA,CA,CA-QC,Blanc-Sablon,yes,CYBX,YBX,
1684,CYCA,medium_airport,Cartwright Airport,53.682501,-57.042303,40,NA,CA,CA-NL,Cartwright,yes,CYCA,YRF,
1685,CYCB,medium_airport,Cambridge Bay Airport,69.10810089,-105.1380005,90,NA,CA,CA-NU,Cambridge Bay,yes,CYCB,YCB,
1687,CYCD,medium_airport,Nanaimo Airport,49.05497,-123.869863,92,NA,CA,CA-BC,Nanaimo,yes,CYCD,YCD,
1689,CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,49.29639816,-117.6320038,1624,NA,CA,CA-BC,Castlegar,yes,CYCG,YCG,
1690,CYCH,medium_airport,Miramichi Airport,47.007801,-65.449203,108,NA,CA,CA-NB,Miramichi,yes,CYCH,YCH,
1691,CYCL,medium_airport,Charlo Airport,47.990799,-66.330299,132,NA,CA,CA-NB,Charlo,yes,CYCL,YCL,
1693,CYCO,medium_airport,Kugluktuk Airport,67.816704,-115.143997,74,NA,CA,CA-NU,Kugluktuk,yes,CYCO,YCO,
1697,CYCS,medium_airport,Chesterfield Inlet Airport,63.34690094,-90.73110199,32,NA,CA,CA-NU,Chesterfield Inlet,yes,CYCS,YCS,
1701,CYCY,medium_airport,Clyde River Airport,70.48609924,-68.51670074,87,NA,CA,CA-NU,Clyde River,yes,CYCY,YCY,
1703,CYDA,medium_airport,Dawson City Airport,64.04309845,-139.128006,1215,NA,CA,CA-YT,Dawson City,yes,CYDA,YDA,
1706,CYDF,medium_airport,Deer Lake Airport,49.21080017,-57.39139938,72,NA,CA,CA-NL,Deer Lake,yes,CYDF,YDF,
1710,CYDN,medium_airport,Dauphin Barker Airport,51.10079956,-100.052002,999,NA,CA,CA-MB,Dauphin,yes,CYDN,YDN,
1712,CYDP,medium_airport,Nain Airport,56.550778,-61.682224,22,NA,CA,CA-NL,Nain,yes,CYDP,YDP,
1713,CYDQ,medium_airport,Dawson Creek Airport,55.74229813,-120.1829987,2148,NA,CA,CA-BC,Dawson Creek,yes,CYDQ,YDQ,
1717,CYEG,large_airport,Edmonton International Airport,53.3097,-113.580002,2373,NA,CA,CA-AB,Edmonton,yes,CYEG,YEG,CYEG
1718,CYEK,medium_airport,Arviat Airport,61.09420013,-94.07080078,32,NA,CA,CA-NU,Arviat,yes,CYEK,YEK,
1722,CYER,medium_airport,Fort Severn Airport,56.01890182,-87.67610168,48,NA,CA,CA-ON,Fort Severn,yes,CYER,YER,
1726,CYEV,medium_airport,Inuvik Mike Zubko Airport,68.30419922,-133.4830017,224,NA,CA,CA-NT,Inuvik,yes,CYEV,YEV,
